imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
tt1652287,0.0,/iPmHmnsNZZp797vkEKGR8qp0Mil.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://www.35andticking.com/,62522.0,en,35 and Ticking,"Centers around the lives of Victoria, Zenobia, Clevon, and Phil -- all friends approaching the age of 35 and struggling to build the families they've always dreamed of. While Zenobia (Nicole Ari Parker) is still looking for a man, Victoria (Tamala Jones) is married to a man who doesn't want children. Clevon (Kevin Hart), meanwhile, is too geeky to get a woman, and Phil (Keith Robinson) is already married with children, but his wife is not very interested in being a mother. All four of them try to rectify their romantic lives and futures while their biological clocks tick away.",3.841,/btW3UGhWOd3TnLseOI76EPjPQXB.jpg,"[{'id': 6728, 'logo_path': '/2HMc1LNp5BoVSJtM2vHh5UuLXfw.png', 'name': 'Swirl Films', 'origin_country': 'US'}, {'id': 80431, 'logo_path': None, 'name': 'UpToParr Productions LLC', 'origin_country': ''}, {'id': 3086, 'logo_path': '/iksa7hXQMvPIzfSq0Tuo4WPU8gc.png', 'name': 'Image Entertainment', 'origin_country': 'US'}]",[],2011-05-20,0.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,35 and Ticking,0.0,5.5,21.0,R
tt1652415,0.0,,,0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,403966.0,en,Condition,Two women escaping a catastrophe look for salvation in sound and nature.,1.3940000000000001,,"[{'id': 10443, 'logo_path': '/4JIo1KzzIb2X8oZX7jjsEEBlBub.png', 'name': 'Synchronicity Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-27,0.0,70.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Condition,0.0,0.0,0.0,
tt1653203,0.0,,,0.0,[],,298933.0,en,Jesse,"Nassau County, New York Police detective Jesse turns vigilante as she investigates her brother's murder and enters into a world of crime, corruption, and shocking deception.",0.6000000000000001,/9qDPLqhcjtuHXp9MiH3fqsEQpT.jpg,[],[],2011-01-01,0.0,85.0,[],Released,"She's mad, she's mean and she's hot.",Jesse,0.0,0.0,0.0,
tt1653653,0.0,,,0.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,126304.0,pt,Corações Sujos,"In 1945, Japan surrendered to the United States and the Second World War was over. Right? Wrong. For eighty percent of the Japanese community in Brazil, Japan had won the war and defeat was nothing more than American propaganda. The few immigrants that accepted the truth were persecuted. Some were hunted down and assassinated - by their own countrymen - causing the start of a new, private war. Dirty Hearts is a thriller and love story told by the wife of one of the fanatics dedicated to preach Japanese victory. Little by little, she watches her husband, a hard-working immigrant, become an assassin and their love story fade away.",1.5390000000000001,/ma0hg3wPAQvdfkoDcZ92nXHpyNA.jpg,"[{'id': 7765, 'logo_path': None, 'name': 'Teleimage', 'origin_country': ''}, {'id': 32769, 'logo_path': None, 'name': 'Americas Film Conservancy', 'origin_country': ''}, {'id': 5591, 'logo_path': '/27dkBmalsJMmz8VPeukvoOFuYCF.png', 'name': 'Downtown Filmes', 'origin_country': 'BR'}, {'id': 13969, 'logo_path': '/vYbpU7yDkLvx4ehvOxuU5BTsFKi.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 11446, 'logo_path': None, 'name': 'Lereby Productions', 'origin_country': ''}, {'id': 49710, 'logo_path': None, 'name': 'Mixer', 'origin_country': ''}, {'id': 21454, 'logo_path': None, 'name': 'Riofilme', 'origin_country': ''}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2012-07-21,0.0,90.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Dirty Hearts,0.0,6.5,8.0,
tt1653700,0.0,/rURNBQEStstxKwUao8TfWSykyab.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.theveteranmovie.com/,70196.0,en,The Veteran,"Soldier Robert Miller returns home from Afghanistan unable to fit back into society. Living on a violent council estate and finding work in undercover surveillance, he becomes obsessed with taking down a group of local gangsters who are intrinsically tied to a suspected terrorist cell. Taking the situation into his own hands, Robert embarks on a brutal quest for justice, with devastating consequences.",6.193,/i1gSsXTWtCmNQArmIeUpAysHEmi.jpg,"[{'id': 1123, 'logo_path': None, 'name': 'Local Films', 'origin_country': 'FR'}, {'id': 3870, 'logo_path': '/hZlf4rlzB913VrRzSED4NLPy0EM.png', 'name': 'Premiere Picture', 'origin_country': 'GB'}, {'id': 7590, 'logo_path': None, 'name': 'Veteran Pictures', 'origin_country': ''}, {'id': 7591, 'logo_path': None, 'name': 'Media Pro One', 'origin_country': ''}, {'id': 7589, 'logo_path': None, 'name': 'DMK Productions', 'origin_country': ''}, {'id': 23927, 'logo_path': None, 'name': 'Iconiq Group', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-04-29,0.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A True Soldier Never Leaves The Battlefield,The Veteran,0.0,5.8,89.0,R
tt1653950,0.0,/2xp9mfTD84KmznYRmPuM2IIBlnR.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,80710.0,ja,洋菓子店コアンドル,"A disillusioned Natsume arrives at Coin de Rue, a popular Tokyo pastry shop, begging for work. Aiming to become a high-calibre pastry chef, she is determined to overcome both her past and the challenges ahead.  Pastry critic Tomura is a frequent visitor to Coin de Rue. Moved by Natsume's persistence, he slowly begins to confront his own painful past aided, of course, by mouthfuls of tasty pastries.",3.476,/duYnytjXcdyQI1q7UjEpS3ystPa.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2011-02-11,0.0,115.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Patisserie Coin De Rue,0.0,6.6,5.0,
tt1654054,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,100336.0,ca,Mil cretins,"Fifteen stories, contemporary and some historical, where humorous, sarcasm and courage passed bills to pain, old age, death and love, but above all with human stupidity, without concessions, watching her face the difficult life balance and human misery.",0.6000000000000001,/aoYugtjbbwBStC1gC3lt73FbgkL.jpg,"[{'id': 9295, 'logo_path': None, 'name': 'Els Films de la Rambla', 'origin_country': ''}, {'id': 5085, 'logo_path': '/mPuVc7m1Ki7OQQvAYwYfIlEI3vu.png', 'name': 'TV3', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2011-01-28,0.0,93.0,"[{'english_name': 'Catalan', 'iso_639_1': 'ca', 'name': 'Català'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,A Thousand Fools,0.0,4.5,2.0,
tt1654072,0.0,/jy45B3nYqeQqTEpOIVcQhoYS3at.jpg,,0.0,"[{'id': 53, 'name': 'Thriller'}]",,479448.0,ja,少女たちの羅針盤,"Four high school girls, who are part of the legendary theatrical group known as ""Rashinban,"" stops performing due to the sudden death of one member. Four years later the explanation of the girl's death is revealed and the other girls start a plan for revenge...",1.219,/ePv36TBYTzZFwTQDLsyD2W6FLg0.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2011-05-14,0.0,113.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Girls' Compass,0.0,1.0,1.0,
tt1655420,0.0,/hcd6fUy5Tzt7rg6DZkgBX9xBusm.jpg,,6400000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://trademarkfilms.co.uk/my-week-with-marilyn,75900.0,en,My Week With Marilyn,"London, 1956. Genius actor and film director Laurence Olivier is about to begin the shooting of his upcoming movie, premiered in 1957 as The Prince and the Showgirl, starring Marilyn Monroe. Young Colin Clark, who dreams on having a career in movie business, manages to get a job on the set as third assistant director.",14.02,/5naqXRY1Zug5cyJJbO9H4DOg28q.jpg,"[{'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 288, 'logo_path': '/wdmwQuV4R1MIr8A78izZkC184uC.png', 'name': 'BBC Films', 'origin_country': 'GB'}, {'id': 22153, 'logo_path': None, 'name': 'Trademark Films', 'origin_country': 'GB'}, {'id': 9987, 'logo_path': '/o5OTKAw7Acl5fTZYPyl8M8D9570.png', 'name': 'Lipsync Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-23,35057696.0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,She's worth all the trouble,My Week With Marilyn,0.0,6.7,1082.0,
tt1655442,0.0,/x4Grp3FENZAOc2HenKjoz3ZO0by.jpg,,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.orange-studio.fr/film/264/the-artist.html,74643.0,en,The Artist,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",16.1,/khtVL4abxYczXAWbo1wAz13CLx3.jpg,"[{'id': 8676, 'logo_path': '/5u4GmXn4QMU39GQxGZoGfNtQ23r.png', 'name': 'uFilm', 'origin_country': 'BE'}, {'id': 1992, 'logo_path': '/tGYQyvkKTqAEXidVisQ5FDipKAP.png', 'name': 'La Petite Reine', 'origin_country': 'FR'}, {'id': 2577, 'logo_path': '/QZ4zbeJ0sULzGNJvfukrzgx4d8.png', 'name': 'Studio 37', 'origin_country': 'FR'}, {'id': 50630, 'logo_path': None, 'name': 'La Classe Américaine', 'origin_country': ''}, {'id': 71510, 'logo_path': None, 'name': 'JD Prod', 'origin_country': ''}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 12391, 'logo_path': None, 'name': 'Jouror Productions', 'origin_country': 'FR'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2011-10-12,133432856.0,100.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,A breath of fresh vintage air,The Artist,0.0,7.4,2695.0,PG-13
tt1656170,0.0,/dvIrh4T6rUOQzpW9ABLpsh1h8Gs.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,53100.0,en,Bringing Up Bobby,"Bringing Up Bobby is the story of a European con-artist and her son Bobby, who find themselves in Oklahoma in an effort to escape her past and build a better future. Olive and Bobby blithely charm their way from one adventure to another until Olive's criminal past catches up with her. Consequently, she must make a choice: continue with a life of crime or leave the person she loves most in an effort to give Bobby a proper chance in life.",5.698,/1ZAuqI2XyUjycSvlPXTEX0mXKaj.jpg,[],"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-11-25,0.0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Bringing Up Bobby,0.0,5.4,31.0,PG-13
tt1656192,0.0,/cImYSNm0piuUfjlBCozNPEEvTK2.jpg,,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,74513.0,fr,Forces spéciales,"Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.",81.648,/xpe9F3214mNrk8tnIqZvHSmIV1I.jpg,"[{'id': 24455, 'logo_path': None, 'name': 'Sofica Manon', 'origin_country': ''}, {'id': 24457, 'logo_path': None, 'name': 'Easy Company', 'origin_country': ''}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 6586, 'logo_path': None, 'name': 'TPS Star', 'origin_country': 'FR'}, {'id': 24458, 'logo_path': '/AuFBZGWXukf2s3N1HzmRzfcnw82.png', 'name': 'A Plus Image 2', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2011-11-02,3424648.0,109.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Survival. Honor. Sacrifice.,Special Forces,0.0,6.7,430.0,R
tt1656197,0.0,/A1JvdmIPN3Oe2tHo2EDx8rUNTjM.jpg,,0.0,"[{'id': 27, 'name': 'Horror'}]",,155706.0,en,The Speak,"A small TV crew makes their way into the most haunted hotel in the US to film a web series on the paranormal. With the help of a Native American medium, they perform “The Speak”, a ceremony that brings forth more spirits and demons than the crew bargained for.",2.5620000000000003,/6QKhB9A1haxRNI6c3Bx8oAR0UeP.jpg,[],[],2011-01-06,0.0,83.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Speak,0.0,3.5,11.0,PG-13
tt1656701,0.0,/9cQzsbNHjT6A6xjiNoTfMIrSNL3.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,242074.0,en,Old Goats,"Old Goats is a gentle comedy about the indignities of aging. Meeting at a weekly coffee klatch for the local over-70 set (no girls allowed!), three ""old goats"" from different social strata develop an unlikely friendship. One's a married, golf-playing, sports-car-driving businessman recently forced into retirement. Another is a salty octogenarian World War II vet and (still) devoted womanizer. The third is a shy bachelor car mechanic, just fired, who lives on a squalid sailboat . Theirs is the common tragedy of losing one's vocation, one's purpose in life. There's talk of sailing adventures, online dating, and a condo in Palm Springs, but these three live in common terror of the question, ""What's next for you?"" They know damn well what's next! And they're determined to avoid it for as long as possible.",0.765,/7ds83fdsX7aeHUSrpCDbZ1xOuEq.jpg,[],[],2014-01-18,0.0,91.0,[],Released,,Old Goats,0.0,5.5,2.0,
tt1657283,0.0,/hZpapggtfwz47XDJqjVek7sAEBh.jpg,"{'id': 144689, 'name': 'Honey Collection', 'poster_path': '/jnMYWzVz4Tflsog6Ik6Mop17LSV.jpg', 'backdrop_path': '/8u2eChLz2ttOuaUPWHkH6XBUBC.jpg'}",0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,63710.0,en,Honey 2,"After a brush with the law, Maria has returned to her gritty Bronx roots to rebuild her life with nothing but a talent for street dance and a burning ambition to prove herself.",21.025,/qQnWrF7khfYvpWdEeKhSuoDCGA5.jpg,"[{'id': 49228, 'logo_path': None, 'name': 'MFV Productions', 'origin_country': ''}, {'id': 49229, 'logo_path': None, 'name': 'Reel Deal Entertainment', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-06-23,0.0,110.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Go every step of the way.,Honey 2,0.0,6.3,351.0,PG-13
tt1657299,0.0,/fNGimO7JOtayLVnivjjlPc54UGY.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,40161.0,en,The Decoy Bride,A local woman is hired to draw paparazzi away from a Hollywood actress who has come to Scotland to get married.,7.346,/cLFecF4VfzuVXjQBnoo9sCDuTqW.jpg,"[{'id': 698, 'logo_path': None, 'name': 'Scottish Screen', 'origin_country': ''}, {'id': 2268, 'logo_path': '/wgDks2qYgwN6u1OkW1bBre0rf4F.png', 'name': 'Isle of Man Film', 'origin_country': 'GB'}, {'id': 5705, 'logo_path': None, 'name': 'CinemaNX', 'origin_country': ''}, {'id': 1267, 'logo_path': '/j3kXC0bEn4vxrIyUApeKBtSUu9w.png', 'name': 'Ecosse Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-06-06,0.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Gaelic', 'iso_639_1': 'gd', 'name': ''}]",Released,You may now kiss the decoy.,The Decoy Bride,0.0,6.0,191.0,PG
tt1657507,0.0,/2PlRuZUjqC58bqm6MOjOAraEdFA.jpg,,40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.colombiana-movie.com/,62835.0,en,Colombiana,"After witnessing her parents’ murder as a child in Bogota, Cataleya Restrepo grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.",63.754,/rEdGDgRB3gducezNSIyx2lbKQy4.jpg,"[{'id': 11473, 'logo_path': None, 'name': 'A.J.O.Z. Films', 'origin_country': ''}, {'id': 6896, 'logo_path': '/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png', 'name': 'EuropaCorp', 'origin_country': 'FR'}, {'id': 6877, 'logo_path': None, 'name': 'Grive Productions', 'origin_country': ''}, {'id': 6301, 'logo_path': '/jma8ZaHq1KAzlXW3v0RswVOWSdn.png', 'name': 'CinéCinéma', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 356, 'logo_path': '/9tW5wZEGotn1Ei5pErA88m47XiD.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2011-07-27,60965854.0,108.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Revenge is beautiful.,Colombiana,0.0,6.6,2104.0,PG-13
tt1657512,0.0,/fuWYvwyHJABmJ590oesFhxxSpcb.jpg,"{'id': 501774, 'name': 'Jarle Klepp-trilogien', 'poster_path': None, 'backdrop_path': None}",0.0,"[{'id': 18, 'name': 'Drama'}]",,67943.0,no,Jeg reiser alene,"Jarle Klepp is a 25-year-old student of literature with a passion for Adorno, Proust and grown-up women - and definitely not Tamagotchis, Lady Di and small kids. The news that he is the father of a seven year old girl - and that she will come visiting next week - enters his life like a nuclear bomb. Jarle Klepp has to become an adult.",1.176,/lwb3ghz2IQlJhDwB3J5XhwdCzUt.jpg,"[{'id': 2783, 'logo_path': '/nxQjhLzml7CSWRAOiyo4yG0GCEY.png', 'name': 'Motlys', 'origin_country': 'NO'}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",2011-02-11,0.0,90.0,"[{'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}]",Released,,I Travel Alone,0.0,6.0,17.0,
tt1658797,0.0,/euikBnSHcnCimhrYdXnWYrsVUDQ.jpg,,1000000.0,"[{'id': 35, 'name': 'Comedy'}]",,68419.0,en,Anuvahood,"Kenneth (who likes to call himself Kay) begins to realise he's just another wannabe bad boy... even less than a loser in fact. After quitting his job at Laimsbury's, Kay vows to become a respected gangster... or cry trying. A pulls-no-punches, coming-of-age story, centering on one directionless hopeless ""shotter"", who finds his true worth in the face of urban adversity.",4.524,/e1u4r4pwJuba6Vasp4pMjFDBr4U.jpg,"[{'id': 7352, 'logo_path': '/jtH0etKssdTBMcxmVX5mVXsOvEE.png', 'name': 'Gunslinger', 'origin_country': ''}, {'id': 7353, 'logo_path': '/yV5sxmYy4nBptmedJbsUKpr6W4M.png', 'name': 'Gateway Films', 'origin_country': ''}, {'id': 7354, 'logo_path': None, 'name': 'Cabin Fever Films', 'origin_country': ''}, {'id': 7355, 'logo_path': '/pDZk88zHVAHfYKJm7hmm8LZMIJz.png', 'name': 'Creativity Media', 'origin_country': 'GB'}]",[],2011-03-18,0.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There's a wasteman on every street!,Anuvahood,0.0,6.6,44.0,
tt1658820,0.0,/l0rHUQ38yZ4bhuUmi9t4MArsOkc.jpg,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.sketmovie.com,92391.0,en,Sket,"When a young woman is cruelly and indiscriminately attacked by a notorious gang led by the violent Trey, her little 16 year old sister Kayla wants revenge and will stop at nothing to get it, even if it means joining a rival girl gang led by the volatile and damaged man-hating Danielle.",4.942,/kJ6kIgPbcA6rUM0mduZZu49MYbd.jpg,"[{'id': 7353, 'logo_path': '/yV5sxmYy4nBptmedJbsUKpr6W4M.png', 'name': 'Gateway Films', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-10-28,0.0,83.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Man's World. Sister's Hood.,Sket,0.0,5.3,27.0,R
tt1659187,0.0,,,0.0,[],,138380.0,en,40 West,,0.848,/ylMxAv2WjatQbgWYQREINUp9ANJ.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-10-16,0.0,,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,40 West,0.0,0.0,0.0,
tt1659215,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}]",http://www.facebook.com/smallpondfilm,177049.0,en,Small Pond,"It's summertime in Columbia, Missouri. The college students have all gone home and Kirsten (Hari Leigh), a blissfully irresponsible register jerk, reigns as the clown princess of the downtown bar scene. Kirsten works ten hours a week at Shakespeare's Pizza and is entirely satisfied with her humble but comfortable world, although she is despised by her long-suffering roommate (Amy Seimetz) and her best friend (Josh Fadem) has come to tire of shepherding Kirsten's drunken antics. While reluctantly reconnecting with an eccentric childhood friend (Susan Burke) who has recently moved to town, an ill-fated nitrous oxide bender unexpectedly forces Kirsten's first baby steps into adulthood.",0.6000000000000001,,[],[],2012-04-13,0.0,76.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Small Pond,0.0,5.0,2.0,
tt1659341,0.0,,,0.0,[],,142314.0,en,Certainty,,1.4,/tfVorxfnTHKPgBZ1fXzosRPRdJg.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-16,0.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Certainty,0.0,0.0,0.0,NR
tt1659342,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,523169.0,en,Salad Days,"Salad Days is a comedic love triangle told through three interconnected story lines, each following one love interest in the triangle.",1.4,/lduiIzHErxThBZEyHMX9ucd3FTa.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-10-16,0.0,81.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy of tragic proportions,Salad Days,0.0,0.0,0.0,
tt1660379,0.0,/6X72kI3CrlhBXUEzFwLghxtGqcv.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",http://www.ifcfilms.com/films/house-of-pleasures,84427.0,fr,L'Apollonide : Souvenirs de la Maison Close,"A young woman begins a new life at the Apollonide bordello, a high-class brothel in Paris at the turn of the 20th century.",10.406,/dXDFfHUFa0G81qD1BYFX9ETmuM4.jpg,"[{'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2011-09-20,0.0,126.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,House of Tolerance,0.0,6.5,183.0,NR
tt1660393,0.0,/cp2p7HGIViWRQSuSy6sUU1FgXpY.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,453475.0,el,Man at Sea,"Alex a captain with sad past saves thirty teens Afghan refugees. With tension constantly increasing, Alex tries to tackle the company's and crew pressures.",0.6000000000000001,/vqeP20MHGZoe8yVai8UqpHyMO8g.jpg,"[{'id': 29241, 'logo_path': None, 'name': '2|35', 'origin_country': 'GR'}]",[],2011-11-10,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,,Man at Sea,0.0,4.5,2.0,
tt1661099,0.0,/qH82pGOalBudCVjrms2Ugzjrhrf.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",http://www.xthemovie.com.au/,73454.0,en,X,"Holly Rowe's retiring, kissing her callgirl life goodbye. She just has to get through her last night on the job. Shay Ryan's a teenage runaway, broke and alone. She just has to get through her first night as a hooker. Then fate throws them together on a job that goes horribly wrong and they're trapped on an out-of-control roller coaster ride, through the twilight zone of sex-for-sale. X is a sizzling adults-only thriller about love, chance, escape and the oldest profession experienced by two women, on a night that will change their lives forever.",17.982,/nvU6uTwSpMpitM6mnuYXb1LgxxX.jpg,"[{'id': 31137, 'logo_path': '/rHzcJcRfaNemvKKGNTcx0h4VHwS.png', 'name': 'Circe Films', 'origin_country': 'NL'}, {'id': 133125, 'logo_path': None, 'name': 'Rough Beast', 'origin_country': ''}, {'id': 70784, 'logo_path': '/17G3JkSIjyFBbvSkmk0xPf6pysm.png', 'name': 'IFC Midnight', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2011-11-23,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A jaded call-girl. A fledgling hooker. The night from hell.,X,0.0,5.6,85.0,NR
